id,sku,name,short_description,description,price,section,url,image
50396126,503.961.26,LINDÖJA,"Umbrella canopy - beige 118 1/8 ""","The fabric gives excellent protection against the sun’s UV rays as it has a UPF (Ultraviolet  Protection Factor) rating of 50+, which means it blocks 98% of the ultraviolet radiation. The dope-dyeing process reduces consumption of water and dye while improving color fastness compared to traditional dyeing techniques. With a light, passing rain shower, you can stay and relax under the umbrella since the canopy repels water. The strap with buckle keeps the fabric in place when folded. The umbrella canopy can also be used as an extra canopy for KUGGÖ/LINDÖJA and BETSÖ/LINDÖJA umbrella and OXNÖ/LINDÖJA hanging umbrella.",29.0,Umbrellas & gazebos,https://www.ikea.com/us/en/p/lindoeja-umbrella-canopy-beige-50396126/,https://www.ikea.com/us/en/images/products/lindoeja-umbrella-canopy-beige__0709151_pe726839_s5.jpg?f=s
80491075,804.910.75,RINGBLOMMA,"Roman blind - white/green/stripe 48x63 ""","The blind lowers the general light level and provides privacy by preventing people outside from seeing directly into the room. You can easily raise the blind to several pre-determined heights as it has magnets in the channels. The fabric part can be machine washed. The slot heading allows you to hang the blind directly on a curtain rod. You can also hang the blind using the included hooks. The length of the blind can be adjusted from 63"" to 46½"", 28⅜"" or 12⅝"". Can be used in all rooms and on all types of surfaces, even in damp areas such as bathrooms.",29.99,Window treatments,https://www.ikea.com/us/en/p/ringblomma-roman-blind-white-green-stripe-80491075/,https://www.ikea.com/us/en/images/products/ringblomma-roman-blind-white-green-stripe__0921813_pe787969_s5.jpg?f=s
90455270,904.552.70,HÄRLANDA,Cover for armrest - Ljungen light green,"LJUNGEN is a durable cover made of a polyester fabric with a soft, velvety surface and a slightly reflective luster.",30.0,Sofas & sectionals,https://www.ikea.com/us/en/p/haerlanda-cover-for-armrest-ljungen-light-green-90455270/,https://www.ikea.com/us/en/images/products/haerlanda-cover-for-armrest-ljungen-light-green__0577151_pe668628_s5.jpg?f=s
50258323,502.583.23,IVRIG,Glass - clear glass 15 oz,"The glass has a large round bowl which allows you to also use it as a stemless red wine glass, as the shape helps the aromas and flavors of the wine to develop better. These glasses are not designed to be stacked. Wash this product before using it for the first time. The material in this product may be recyclable. Please check the recycling rules in your community and if recycling facilities exist in your area.",1.49,Drinkware,https://www.ikea.com/us/en/p/ivrig-glass-clear-glass-50258323/,https://www.ikea.com/us/en/images/products/ivrig-glass-clear-glass__0713244_pe729354_s5.jpg?f=s
40488452,404.884.52,STORSLINGA,"LED chandelier, 8-armed - black/white","Spreads a soft, glare-free light that is pleasant for your eyes. Built-in LED light source.",69.99,Lamps & light fixtures,https://www.ikea.com/us/en/p/storslinga-led-chandelier-8-armed-black-white-40488452/,https://www.ikea.com/us/en/images/products/storslinga-led-chandelier-8-armed-black-white__0982258_pe815591_s5.jpg?f=s
396138,003.961.38,LINDÖJA,"Umbrella canopy - black 118 1/8 ""","The fabric gives excellent protection against the sun’s UV rays as it has a UPF (Ultraviolet  Protection Factor) rating of 50+, which means it blocks 98% of the ultraviolet radiation. The dope-dyeing process reduces consumption of water and dye while improving color fastness compared to traditional dyeing techniques. With a light, passing rain shower, you can stay and relax under the umbrella since the canopy repels water. The strap with buckle keeps the fabric in place when folded. The umbrella canopy can also be used as an extra canopy for KUGGÖ/LINDÖJA and BETSÖ/LINDÖJA umbrella and OXNÖ/LINDÖJA hanging umbrella.",29.0,Umbrellas & gazebos,https://www.ikea.com/us/en/p/lindoeja-umbrella-canopy-black-00396138/,https://www.ikea.com/us/en/images/products/lindoeja-umbrella-canopy-black__0709150_pe726838_s5.jpg?f=s
20281382,202.813.82,ENSEN,Bath faucet with strainer - chrome plated,"10-year Limited Warranty. Read about the terms in the Limited Warranty brochure. The cold-start function prevents hot water waste and saves energy. When you lift the lever straight up, only cold water is released. The function restricts opening the lever fully to the right. Hot water is released by turning the lever to the left. It is only then that hot water is consumed. This is a durable faucet that you can use for many years, since the hard, ceramic discs withstand the friction that always occurs when you change the temperature of the water. Chrome-plated brass is a hard and durable surface that is easy to clean. An aerator integrated in the faucet keeps the water flow just right while less water and energy is used. Strainer included. Water and energy saving aerator (1.2 gal/min.) for high-pressure systems included. Connection hoses with 9/16"" connection included. Length: 13¾"". A tool is included that makes it easy to install the faucet in place. Tested and certified according to applicable codes and standards including: ASME A112.18.1/CSA B125.1, NSF 61, NSF 372 and EPA WaterSense. The faucet can be used in high pressure systems. Tested to manage a pressure of max. 10 bar (1000 kPa). Recommended working pressure: 1.0 - 5.0 bar (100 kPa - 500 kPa). Flow rate: 1.2 gal./min. (4.5 l/min.) Max. temperature hot water system 176°F. Spare parts are available to prolong the life of your product. For more information, contact IKEA Customer Services at your IKEA store or IKEA.com. If you are uncertain about the installation, contact a professional. The installation shall be made in accordance with valid local building and plumbing regulations. Fits IKEA sinks and standard sinks from other manufacturers.",50.0,Bathroom faucets,https://www.ikea.com/us/en/p/ensen-bath-faucet-with-strainer-chrome-plated-20281382/,https://www.ikea.com/us/en/images/products/ensen-bath-faucet-with-strainer-chrome-plated__0755162_pe748289_s5.jpg?f=s
30266055,302.660.55,BODBYN,"Door - gray 12x40 ""","BODBYN door has a frame and a beveled panel that give it a distinct, traditional character. Soft gray brings a touch of sophisticated color to your kitchen. Lacquered doors are smooth and seamless, resistant to moisture and staining and very easy to keep clean. 25-year Limited Warranty. Read about the terms in the Limited Warranty brochure. You can choose to mount the door on the right or left side. Complete with UTRUSTA 110° hinge with built-in damper for kitchen, 2-pack, sold separately. To be used with 2 hinges. Requires a knob or a handle May be completed with BODBYN cover panels, plinths and decorative strips in gray.",69.0,Kitchen systems,https://www.ikea.com/us/en/p/bodbyn-door-gray-30266055/,https://www.ikea.com/us/en/images/products/bodbyn-door-gray__0633822_pe696097_s5.jpg?f=s
10384333,103.843.33,SAKARIAS,Chair frame with armrests - black,"Dine in style and comfort. This upholstered chair is perfect for long meals, spending precious moments with family and friends or for indulging in some relaxing me-time. A sturdy and durable construction with solid hardwood chair frame. To be completed with SAKARIAS cover, available in a variety of colors. May be completed with FIXA self-adhesive floor protectors to protect the underlying surface against wear. For increased stability, re-tighten the screws about two weeks after assembly and when necessary. Possible to separate for recycling or energy recovery if available in your community.",104.0,Others,https://www.ikea.com/us/en/p/sakarias-chair-frame-with-armrests-black-10384333/,https://www.ikea.com/us/en/images/products/sakarias-chair-frame-with-armrests-black__0624012_pe691571_s5.jpg?f=s
40143304,401.433.04,LEN,"Mattress protector - white 27 1/2x39 """,Waterproof backing protects the mattress. Suitable for both crib and bed. Place sideways under a fitted sheet. Non-breathable material; do not place under baby's head.,5.99,Mattresses,https://www.ikea.com/us/en/p/len-mattress-protector-white-40143304/,https://www.ikea.com/us/en/images/products/len-mattress-protector-white__0597521_pe677166_s5.jpg?f=s
40265673,402.656.73,MAXIMERA,"Drawer, medium - white 15x14 3/4 ""","You can view and access what's inside as the drawer can be pulled out all the way. The smooth-running drawer is equipped with a drawer stop and is self-closing the last few centimeters. The drawer closes slowly, quietly and softly thanks to the built-in dampers. You can create more storage with inner drawers, either inside a higher drawer or behind the door. To stay organized and for efficient use of space, MAXIMERA drawers may be completed with VARIERA organizers like the cutlery tray, utensil tray or plate holder. 25-year Limited Warranty. Read about the terms in the Limited Warranty brochure. May be completed with MAXIMERA add-on side for drawer. May be completed with UTRUSTA interior fixtures for efficient utilization of the space. May be completed with VARIERA interior organizers for efficient utilization of the space.",28.0,Kitchen drawer organization,https://www.ikea.com/us/en/p/maximera-drawer-medium-white-40265673/,https://www.ikea.com/us/en/images/products/maximera-drawer-medium-white__0268032_pe405671_s5.jpg?f=s
80349505,803.495.05,TOFTAN,Toilet brush - gray,Interior plastic container is easy to remove for cleaning. The brush is replaceable so you can keep the handle and combine it with TRONNAN replacement brush. Cleaning brush included. Combines with other products in TOFTAN series.,6.99,Storage containers,https://www.ikea.com/us/en/p/toftan-toilet-brush-gray-80349505/,https://www.ikea.com/us/en/images/products/toftan-toilet-brush-gray__0546457_pe656183_s5.jpg?f=s
40493910,404.939.10,EKOLN,Trash can - dark gray,"There’s no slamming when you throw out trash – the soft-closing lid closes smoothly and quietly. The trash can is easy to move since it has a handle on the back. Easy to empty and clean as the inner bucket can be removed. You can use this trash can anywhere in your home, even in damp areas like the kitchen and bathroom. Combines with other products in EKOLN series.",12.99,Storage containers,https://www.ikea.com/us/en/p/ekoln-trash-can-dark-gray-40493910/,https://www.ikea.com/us/en/images/products/ekoln-trash-can-dark-gray__0706109_pe725795_s5.jpg?f=s
416886,004.168.86,SÖMNTUTA,Sheet set - light beige Full/Double,"Feels crisp and cool against your skin as it’s made of cotton percale, densely woven from fine yarn. Made in 100% cotton - a natural and durable material. Fits mattresses with a thickness up to 18"" since the fitted sheet has elastic edging all around. Extra soft and durable quality since the bedlinen is densely woven from fine yarn. 400 thread count. Thread count indicates the number of threads per square inch of fabric. The higher the thread count the more densely woven the fabric. Includes: 1 Full flat sheet, 1 Full fitted sheet and 2 pillowcases.",39.99,Bedding,https://www.ikea.com/us/en/p/soemntuta-sheet-set-light-beige-00416886/,https://www.ikea.com/us/en/images/products/soemntuta-sheet-set-light-beige__0709490_pe726988_s5.jpg?f=s
80416415,804.164.15,RYET,LED bulb E26 100 lumen - globe clear,"The LED light bulb consumes up to 85% less energy and lasts 10 times longer than incandescent bulbs. Not dimmable. LED life approx. 15,000 hours. Light color: warm white (2700 Kelvin). Use a clear light bulb if you have a lamp shade or lamp with a perforated or cut-out pattern or other airy, open design and want the pattern to cast effects on the wall and ceiling. The light bulb can be used in temperatures from 0°F (-20°C) to 100°F (40°C). Lights up immediately when switched on.",2.99,LED Light bulbs,https://www.ikea.com/us/en/p/ryet-led-bulb-e26-100-lumen-globe-clear-80416415/,https://www.ikea.com/us/en/images/products/ryet-led-bulb-e26-100-lumen-globe-clear__0682760_pe720554_s5.jpg?f=s
486247,004.862.47,BERGMUND,Cover for bar stool with backrest - Djuparp dark gray,"DJUPARP cover is made of velvet which, through a traditional weaving technique, gives the fabric a warm, deep color and a soft surface with a dense pile and light, reflective shine. Velvet is a soft, luxurious fabric that is resistant to abrasion and easy to clean using the soft brush attachment on your vacuum. The velvet is woven from viscose and polyester, which makes it durable. The velvet reflects light in a characteristic way which may make the color appear as if it changes. Small fibers may appear on velvet. It happens naturally and they disappear over time and can also be removed with a lint roller. Press marks that may appear on the velvet usually disappear in time. With your hand, you can gently stroke in the direction of the pile or use a clothes brush. You can also use the vacuum cleaner with the soft nozzle. The cover is easy to keep clean as it is removable and can be washed. Fits BERGMUND bar stool. This cover's ability to resist abrasion has been tested to handle 25,000 cycles. A cover that withstands 15,000 cycles or more is suitable for furniture that should withstand everyday use in the home. The cover has a lightfastness level of 5 (the ability to resist color fading) on a scale of 1 to 8. According to industry standards, a lightfastness level of 4 or higher is suitable for home use. Recommended for indoor use only.",20.0,Chairs,https://www.ikea.com/us/en/p/bergmund-cover-for-bar-stool-with-backrest-djuparp-dark-gray-00486247/,https://www.ikea.com/us/en/images/products/bergmund-cover-for-bar-stool-with-backrest-djuparp-dark-gray__0941000_pe795266_s5.jpg?f=s
40421145,404.211.45,BLÖTSNÖ,LED string light with 24 lights - indoor black,"Creates a soft, cozy mood light in your room. Uses LEDs, which consume up to 85% less energy and last 20 times longer than incandescent bulbs. Built-in LED light source. Light color: warm white (2700 Kelvin). LED life approx. 25,000 hours. Only for indoor use.",24.99,Decorative lighting,https://www.ikea.com/us/en/p/bloetsnoe-led-string-light-with-24-lights-indoor-black-40421145/,https://www.ikea.com/us/en/images/products/bloetsnoe-led-string-light-with-24-lights-indoor-black__0597216_pe677035_s5.jpg?f=s
80298290,802.982.90,SILVERHÖJDEN,"Frame - silver color 24x35 ¾ ""","Can be hung horizontally or vertically to fit in the space available. The mat is acid-free and will not discolor the picture. Front protection in plastic makes the frame safer to use. This frame fits with a picture that has dimensions 19⅝x27½"" if you use it with the mat, and it fits with a picture that has dimensions 24x35⅞"" if you choose to use the frame without the mat. Mat included. The mat will not turn yellow since it is acid-free. Different wall materials require different types of fasteners. Use fasteners suitable for the walls in your home.",19.99,Wall décor,https://www.ikea.com/us/en/p/silverhoejden-frame-silver-color-80298290/,https://www.ikea.com/us/en/images/products/silverhoejden-frame-silver-color__0638527_pe698983_s5.jpg?f=s
90444432,904.444.32,HULTARP,"Rail - nickel plated 31 ½ ""","You can free up space on your countertop by hanging accessories on the rail. Combines with other accessories in the HULTARP series. Different wall and door materials require different types of mounting hardware. Use mounting hardware suitable for the walls or doors in your home, sold separately.",5.99,Kitchen wall organization & storage,https://www.ikea.com/us/en/p/hultarp-rail-nickel-plated-90444432/,https://www.ikea.com/us/en/images/products/hultarp-rail-nickel-plated__0941914_pe795936_s5.jpg?f=s
80428852,804.288.52,EKET,"Cabinet - white stained oak effect 13 3/4x13 3/4x13 3/4 ""","A simple unit can be enough storage for a limited space or the foundation for a larger storage solution if your needs change. You can choose to place the cabinet on the floor or mount it on the wall to free up floor space. Assembly is quick and easy, thanks to the wedge dowel that clicks into the pre-drilled holes.  Must be completed with EKET suspension rail if you choose to mount the frame on the wall. This frame requires 1 suspension rail, 13¾"" cm long, sold separately. To be completed with feet or legs if you choose to place the cabinet on the floor. Sold separately. The maximum load for a wall-hung cabinet depends on the wall material.",20.0,"Shelving units, bookcases & storage options",https://www.ikea.com/us/en/p/eket-cabinet-white-stained-oak-effect-80428852/,https://www.ikea.com/us/en/images/products/eket-cabinet-white-stained-oak-effect__0703495_pe724764_s5.jpg?f=s
10313227,103.132.27,SALVIKEN,"Bath sheet - white 39x59 """,The towel has two surfaces – one side with soft terry and one with a nice waffle structure. A terry towel in medium thickness that is soft and highly absorbent (weight 500 g/m²). A soft cotton absorbant towel. This towel has a waffle structure on one side and a smooth terry surface on the other. Available in different sizes. The towel will reach full absorbency after one washing. Fabric softener may decrease the towel absorbency. Grams per square meter (g/m2) indicates the surface density of the fabric. The higher the surface density the more absorbent the towel. A towel with a lower surface density dries faster. May be combined with a shower curtain or bathroom mat from the same series,12.99,Bathroom textiles,https://www.ikea.com/us/en/p/salviken-bath-sheet-white-10313227/,https://www.ikea.com/us/en/images/products/salviken-bath-sheet-white__0605464_pe681751_s5.jpg?f=s
440787,004.407.87,UPPLYST,LED wall lamp - flower lilac,"The included light source gives a soft cozy light which is perfect for relaxing. Tested and approved for children. The light source is pre-mounted but can be replaced when needed. Available as a spare part. For more information, contact IKEA customer services at your IKEA store or IKEA.com. This lamp emits 110 lumens, which is approximately equal to the light emitted by a 15-watt incandescent bulb. The light source has a lifetime of approx. 25,000 hours. This corresponds to about 20 years if the lamp is on for 3 hours per day. Always secure the cord to the wall with the included fasteners. We know that children are extra sensitive, but not to worry. This product is completely free from chemicals that may harm your child's health. This lighting product has a low voltage and no sharp edges, small parts, hot surfaces, openings or hooks. All cords can present a strangulation hazard. Never place a corded product within reach of a child in a crib or playpen.",14.99,Lamps & light fixtures,https://www.ikea.com/us/en/p/upplyst-led-wall-lamp-flower-lilac-00440787/,https://www.ikea.com/us/en/images/products/upplyst-led-wall-lamp-flower-lilac__0716262_pe730768_s5.jpg?f=s
40472979,404.729.79,SKUBB,"Shoe box - dark gray 8 ¾x13 ½x6 ¼ ""","The fabric is made of recycled polyester. Using waste as a resource takes us one step closer to a more sustainable future. You can look through the mesh to see what shoes are inside the box. Easy to open and close the window as the shoe box has a hook and loop fastener. All four boxes fit side by side in a 39¼"" wide wardrobe frame. When the box is not in use and you want to save space, simply open the zipper in the bottom and fold it flat. Sized for PAX wardrobe frame depth 13 ¾"".",7.99,Storage containers,https://www.ikea.com/us/en/p/skubb-shoe-box-dark-gray-40472979/,https://www.ikea.com/us/en/images/products/skubb-shoe-box-dark-gray__0573441_pe667779_s5.jpg?f=s
60474208,604.742.08,HAUGA,Upholstered bed storage box - Vissle gray Full/Double/Twin/Single,"HAUGA upholstered bed storage boxes perfectly suit the HAUGA upholstered bed frame. They are upholstered in the same VISSLE gray fabric, and fit nicely into the space under the bed. Turns the space under your bed into a smart place for storing; perfect for quilts, pillows and linens. The storage boxes are easy to roll out and in thanks to the castors on the base.",70.0,Beds,https://www.ikea.com/us/en/p/hauga-upholstered-bed-storage-box-vissle-gray-60474208/,https://www.ikea.com/us/en/images/products/hauga-upholstered-bed-storage-box-vissle-gray__0916099_pe784965_s5.jpg?f=s
474763,004.747.63,TROTTEN,"Storage unit on casters - white 13 3/4x18 1/2 ""","10-year Warranty. Read about the terms in the warranty brochure. Generous storage space under the lid allows you to fit everything from a bicycle helmet and bag to folders, binders and other work-related items. Easy to move around since the storage has castors. It’s also easy to carry thanks to the grip-friendly handles on both sides. Can be used as temporary seating by the desk for your colleague when you need to have a short meeting or in the hallway when putting on shoes – or even as a small extra table. The storage has a design with clean lines that goes well with the bamboo's natural and warm expression. Bamboo is a durable material that creates a warm feeling and makes a nice contrast to the storage's black metal underframe. Bamboo is a durable material that creates a warm feeling and makes a nice contrast to the storage's white metal underframe. This storage unit has been tested for office use and meets the requirements for durability and stability set forth in the following standards: EN 14073, EN14074, ANSI/BIFMA x5.9 and ISO-7170. This product has been developed and tested for office use.",54.99,Tables & desks,https://www.ikea.com/us/en/p/trotten-storage-unit-on-casters-white-00474763/,https://www.ikea.com/us/en/images/products/trotten-storage-unit-on-casters-white__1009431_pe827594_s5.jpg?f=s
10517663,105.176.63,BENEDIKTA,"Cushion cover - light green/white 20x20 """,The zipper makes the cover easy to remove.,11.99,Bedding,https://www.ikea.com/us/en/p/benedikta-cushion-cover-light-green-white-10517663/,https://www.ikea.com/us/en/images/products/benedikta-cushion-cover-light-green-white__1031606_pe836560_s5.jpg?f=s
40380475,403.804.75,TRETUR,"Blackout roller blind - light gray 27x76 ¾ ""","Block-out blinds blocks light from shining through and completely darkens your room. The blind is cordless for increased child safety. The blind rolls back up slowly and softly thanks to the built-in soft-closing function. Can be mounted inside or outside the window recess, or in the ceiling. The cover panel alllows you to block out the light even if you mount the blind inside your window frame. The cover panel is removable. No need to change fittings or drill new holes if you change your blinds. The wall/ceiling brackets included in the package are suitable for TRETUR, FYRTUR and KADRILJ roller blinds Wall fittings included. Different wall/ceiling materials require different types of fasteners. Use fasteners suitable for the wall/ceiling in your home (not included). RIKTIG draw rod makes it easier to pull down the blind. The blind cannot be cut. RIKTIG draw rod is sold separately.",42.99,Window treatments,https://www.ikea.com/us/en/p/tretur-blackout-roller-blind-light-gray-40380475/,https://www.ikea.com/us/en/images/products/tretur-black-out-roller-blind-light-gray__0541310_pe653523_s5.jpg?f=s
50494363,504.943.63,HELMER,"Drawer unit on casters - dark gray/light gray 11x27 1/8 """,Easy to move where it is needed thanks to casters. Slot for label on each drawer so you can easily keep things organized and find what you are looking for. Drawer stops prevent the drawer from being pulled out too far. This product has been developed and tested for domestic use.,39.99,Dressers & storage drawers,https://www.ikea.com/us/en/p/helmer-drawer-unit-on-casters-dark-gray-light-gray-50494363/,https://www.ikea.com/us/en/images/products/helmer-drawer-unit-on-casters-dark-gray-light-gray__0991303_pe819381_s5.jpg?f=s
492583,004.925.83,FÖRBÄTTRA,Cover strip and fasteners - white,Covers the gap between the sawed edge of the filler piece and the integrated appliance in a base cabinet. You can match the color of the cover strip with your cabinets. Can easily be cut to the length you need. Use the cover strip to cover the sawed edge of your filler piece. Screws for attaching the filler piece included.,4.99,Kitchen systems,https://www.ikea.com/us/en/p/foerbaettra-cover-strip-and-fasteners-white-00492583/,https://www.ikea.com/us/en/images/products/foerbaettra-cover-strip-and-fasteners-white__0632927_pe695670_s5.jpg?f=s
60475793,604.757.93,CHIAFRÖN,"Plant pot - indoor/outdoor white 6 """,The decorative tactile pattern enhances the lovely and natural beauty of your plants. Stoneware is a durable material that will be part of your home for many years. Perfect for plant pots and other things in the home that are used every day. Frost-resistant; can be standing outdoors at temperatures below zero if emptied of soil or covered. Suitable for indoor and outdoor use. Add FIXA stick-on floor protectors to protect extra-sensitive surfaces.,6.0,Flower pots & stands,https://www.ikea.com/us/en/p/chiafroen-plant-pot-indoor-outdoor-white-60475793/,https://www.ikea.com/us/en/images/products/chiafroen-plant-pot-indoor-outdoor-white__0951774_pe804354_s5.jpg?f=s
40475317,404.753.17,HAVSTORP,"Door - beige 24x60 ""","Lacquered doors are smooth and seamless, resistant to moisture and staining and very easy to keep clean. 25-year Limited Warranty. Read about the terms in the Limited Warranty brochure. You can choose to mount the door on the right or left side. Complete with UTRUSTA 110° hinge with built-in damper for kitchen, 2-pack, sold separately. To be used with 4 hinges. Requires a knob or a handle May be completed with HAVSTORP cover panels, plinth, and decorative strips in beige.",60.0,Kitchen systems,https://www.ikea.com/us/en/p/havstorp-door-beige-40475317/,https://www.ikea.com/us/en/images/products/havstorp-door-beige__0973472_pe812029_s5.jpg?f=s
20420241,204.202.41,TOFTLUND,"Rug - white 1 ' 10 ""x2 ' 9 ""","The rug is super soft, warm and cozy. Ideal on the floor or draped across your favorite armchair. Easy to keep clean since it is machine washable. Use one STOPP anti-slip underlay if you use it on the floor. Trim if necessary.",9.99,Rugs,https://www.ikea.com/us/en/p/toftlund-rug-white-20420241/,https://www.ikea.com/us/en/images/products/toftlund-rug-white__0617682_pe688130_s5.jpg?f=s
30342078,303.420.78,REGISSÖR,"Glass-door cabinet - white 46 1/2x79 7/8 ""","The attention to detail gives the furniture a distinct handcrafted character. Adjustable shelves, so you can customize your storage as needed. 1 stationary shelf for high stability. Adjustable feet for stability on uneven floors. Assembly is quick and easy, thanks to the wedge dowel that clicks into the pre-drilled holes.  Handle with care! A damaged edge or scratched surface can cause the glass to suddenly crack and/or break. Avoid collisions from the side - this is where the glass is most vulnerable. This furniture must be secured to the wall with the enclosed wall anchoring device. Different wall materials require different types of fasteners. Use fasteners suitable for the walls in your home. Four adjustable shelves and 1 stationary shelf included.",349.0,Display & storage cabinets,https://www.ikea.com/us/en/p/regissoer-glass-door-cabinet-white-30342078/,https://www.ikea.com/us/en/images/products/regissoer-glass-door-cabinet-white__0475591_pe615645_s5.jpg?f=s
